ts,px,py,pz,vx,vy,vz,ax,ay,az
3.88,4.07516,4.074948603160094,3.0,-1.422695890641092,-1.405680049923506,0.0,0.30750419694761666,-0.3125943903210193,0.0
3.9,4.046799999999999,4.046748832359504,3.0,-1.4182142227210945,-1.4102015524284468,0.0,0.22408339599987448,-0.22607512524703832,0.0
3.92,4.01848,4.018476845251824,3.0,-1.4154128780182598,-1.4130132287916015,0.0,0.1400672351417387,-0.14058381815773568,0.0
3.94,3.9901999999999997,3.9902004705621064,3.0,-1.4143042117237026,-1.414122907211603,0.0,0.05543331472785962,-0.05548392100007682,0.0
3.96,3.9619199999999997,3.9619475796684784,3.0,-1.4148915547558365,-1.4135352447960436,0.0,-0.02936715160669623,0.02938312077797045,0.0
3.98,3.93356,3.9337061591655753,3.0,-1.417173217845985,-1.4112476999520873,0.0,-0.11408315450742723,0.1143772421978162,0.0
4.0,3.9051199999999997,3.9055442115755263,3.0,-1.421143622820003,-1.4072493749574158,0.0,-0.19852024870089524,0.19991624973357824,0.0
4.0200000000000005,3.8766,3.877528997094236,3.0,-1.426783768162978,-1.4015306200389104,0.0,-0.2820072671487539,0.28593774592526877,0.0
4.04,3.84792,3.8496489699723195,3.0,-1.434072461784146,-1.39407179669928,0.0,-0.36443468105840093,0.3729411669815219,0.0
4.0600000000000005,3.81908,3.821970912302758,3.0,-1.442983152393883,-1.3848464253870942,0.0,-0.4455345304868463,0.4612685656092852,0.0
4.08,3.79,3.7944847886378454,3.0,-1.453485287484974,-1.3738196821507263,0.0,-0.5251067545545496,0.5513371618183993,0.0
